player,season,total_total_yellow_cards,total_total_red_cards,total_goals,total_shots
anthony martial,2016,8.0,0.0,11,181
anthony martial,2017,0.0,0.0,2,44
anthony modeste,2012,4.0,0.0,3,57
anthony modeste,2013,16.0,6.0,14,286
anthony modeste,2014,12.0,6.0,8,150
anthony modeste,2015,8.0,0.0,7,126
anthony modeste,2016,16.0,0.0,14,284
anthony modeste,2017,8.0,0.0,13,146
anthony mounier,2012,16.0,0.0,7,145
anthony mounier,2013,8.0,0.0,2,72
anthony mounier,2014,20.0,0.0,3,125
anthony mounier,2015,4.0,0.0,9,202
anthony mounier,2016,24.0,0.0,4,118
anthony mounier,2017,0.0,0.0,0,15
anthony pilkington,2014,8.0,0.0,1,41
anthony walongwa,2016,0.0,0.0,0,1
anthony walongwa,2017,4.0,0.0,0,13
anthony weber,2013,0.0,6.0,2,67
anthony weber,2014,8.0,0.0,3,81
anthony weber,2015,8.0,0.0,0,20
anthony weber,2016,20.0,0.0,1,41
antoine devaux,2012,16.0,6.0,2,67
antoine devaux,2013,4.0,0.0,0,66
antoine devaux,2014,20.0,6.0,2,111
antoine devaux,2015,16.0,0.0,1,97
antoine devaux,2016,40.0,6.0,1,114
antoine griezmann,2012,20.0,0.0,7,180
antoine griezmann,2013,32.0,0.0,9,194
antoine griezmann,2014,20.0,0.0,16,197
antoine griezmann,2015,20.0,0.0,19,162
antoine griezmann,2016,16.0,0.0,21,177
antoine griezmann,2017,8.0,0.0,8,90
antoine rabillard,2016,4.0,0.0,1,8
anton putsila,2012,4.0,0.0,0,68
anton putsila,2013,0.0,0.0,0,8
antonino ragusa,2015,4.0,0.0,0,2
antonino ragusa,2017,16.0,0.0,3,69
antonio balzano,2013,32.0,0.0,0,92
antonio balzano,2015,24.0,0.0,1,104
antonio barreca,2017,8.0,0.0,0,62
antonio candreva,2012,20.0,0.0,5,165
antonio candreva,2013,24.0,6.0,6,198
antonio candreva,2014,20.0,0.0,12,226
antonio candreva,2015,24.0,0.0,10,210
antonio candreva,2016,16.0,0.0,10,172
antonio candreva,2017,0.0,0.0,3,100
antonio di gaudio,2016,8.0,0.0,3,96
antonio floro flores,2012,8.0,0.0,2,86
antonio floro flores,2014,16.0,0.0,7,172
antonio floro flores,2015,16.0,0.0,2,125
antonio floro flores,2016,8.0,0.0,4,130
antonio floro flores,2017,0.0,0.0,0,57
antonio mazzotta,2015,0.0,0.0,0,24
antonio mirante,2012,12.0,0.0,0,25
antonio mirante,2013,20.0,0.0,0,42
antonio mirante,2014,4.0,6.0,0,32
antonio mirante,2015,16.0,6.0,0,40
antonio mirante,2016,8.0,0.0,0,34
antonio mirante,2017,0.0,0.0,0,2
antonio nocerino,2012,20.0,0.0,10,131
antonio nocerino,2013,12.0,0.0,2,83
antonio nocerino,2014,12.0,0.0,0,40
antonio nocerino,2015,8.0,0.0,3,99
antonio nocerino,2016,0.0,0.0,0,4
antonio rosati,2012,4.0,0.0,0,3
antonio rosati,2013,0.0,0.0,0,4
antonio rosati,2014,4.0,0.0,0,5
antonio rukavina,2013,24.0,0.0,2,88
antonio rukavina,2014,24.0,0.0,1,86
antonio rukavina,2015,20.0,0.0,0,46
antonio rukavina,2016,20.0,0.0,0,44
antonio rukavina,2017,0.0,0.0,0,2
antonio sanabria,2014,0.0,0.0,0,3
antonio sanabria,2016,16.0,0.0,11,149
antonio sanabria,2017,4.0,0.0,1,53
antonio valencia,2014,8.0,0.0,1,10
antonio valencia,2015,16.0,0.0,0,85
antonio valencia,2016,4.0,0.0,0,37
antonio valencia,2017,16.0,0.0,0,49
antony ranieri,2016,4.0,0.0,0,2
antony robic,2017,4.0,0.0,0,50
archimede morleo,2012,20.0,6.0,1,125
archimede morleo,2013,36.0,6.0,0,159
archimede morleo,2014,28.0,0.0,1,137
archimede morleo,2016,0.0,0.0,0,21
archimede morleo,2017,0.0,0.0,0,3
arda turan,2012,40.0,0.0,3,155
arda turan,2013,28.0,0.0,5,139
arda turan,2014,32.0,0.0,3,119
arda turan,2015,24.0,0.0,1,107
arda turan,2016,20.0,0.0,2,52
arda turan,2017,4.0,0.0,3,60
arianit ferati,2016,0.0,0.0,0,3
ariel borysiuk,2012,16.0,0.0,0,45
aritz elustondo,2015,8.0,0.0,1,17
aritz elustondo,2016,32.0,0.0,1,92
aritz elustondo,2017,0.0,6.0,0,6
arjen robben,2012,0.0,0.0,10,117
arjen robben,2013,0.0,0.0,5,82
arjen robben,2014,0.0,0.0,9,112
arjen robben,2015,0.0,0.0,17,135
arjen robben,2016,4.0,0.0,4,81
arjen robben,2017,0.0,0.0,5,43
arkadiusz milik,2013,0.0,0.0,0,7
arkadiusz milik,2014,4.0,0.0,2,56
arkadiusz milik,2017,4.0,0.0,4,33
arlind ajeti,2016,20.0,6.0,2,46
armando izzo,2015,8.0,6.0,1,58
armando izzo,2016,36.0,0.0,0,133
armando izzo,2017,16.0,0.0,2,66
arnaud lusamba,2017,0.0,0.0,0,14
arnaud nordin,2017,0.0,0.0,1,18
arnaud souquet,2017,4.0,0.0,1,25
arnold bouka moutou,2016,4.0,0.0,3,38
arnold bouka moutou,2017,8.0,0.0,0,21
arnold mvuemba,2012,12.0,0.0,4,95
arnold mvuemba,2013,0.0,0.0,2,26
arnold mvuemba,2014,8.0,0.0,1,35
arnold mvuemba,2015,4.0,0.0,0,27
arnold mvuemba,2016,0.0,0.0,0,12
arnold mvuemba,2017,16.0,0.0,0,46
aron gunnarsson,2014,4.0,0.0,0,44
arrizabalaga,2017,0.0,0.0,0,5
artem kravets,2016,4.0,0.0,1,39
artem kravets,2017,4.0,0.0,5,63
arthur boka,2012,4.0,0.0,0,45
arthur boka,2013,16.0,0.0,1,118
arthur boka,2014,16.0,0.0,1,93
arthur boka,2015,4.0,0.0,0,61
arthur boka,2016,20.0,0.0,0,53
arthur masuaku,2014,16.0,0.0,1,81
arthur masuaku,2017,4.0,0.0,0,19
artur boruc,2012,20.0,0.0,0,32
artur boruc,2014,0.0,0.0,0,10
artur boruc,2016,8.0,0.0,0,27
artur boruc,2017,8.0,0.0,0,10
artur sobiech,2012,8.0,6.0,1,19
artur sobiech,2013,16.0,0.0,5,65
artur sobiech,2014,4.0,0.0,2,69
artur sobiech,2015,0.0,0.0,2,35
artur sobiech,2016,12.0,0.0,6,104
arturo vidal,2012,44.0,6.0,7,209
arturo vidal,2013,44.0,0.0,10,184
arturo vidal,2014,32.0,0.0,11,171
arturo vidal,2015,28.0,0.0,7,142
arturo vidal,2016,12.0,0.0,4,150
arturo vidal,2017,12.0,0.0,1,51
ashkan dejagah,2012,20.0,0.0,3,110
ashkan dejagah,2013,0.0,0.0,0,6
ashkan dejagah,2014,20.0,0.0,5,72
ashley barnes,2015,24.0,0.0,5,205
ashley barnes,2017,12.0,0.0,3,84
ashley cole,2014,4.0,0.0,0,28
ashley cole,2015,8.0,0.0,0,30
ashley fletcher,2017,8.0,0.0,0,23
ashley richards,2015,4.0,0.0,0,21
ashley westwood,2014,16.0,0.0,3,85
ashley westwood,2015,16.0,0.0,0,61
ashley westwood,2016,24.0,0.0,2,91
ashley williams,2014,12.0,0.0,1,83
ashley williams,2015,24.0,0.0,0,97
ashley williams,2016,36.0,0.0,2,110
ashley williams,2017,4.0,0.0,1,50
ashley young,2014,8.0,0.0,2,43
ashley young,2015,20.0,0.0,2,90
ashley young,2016,20.0,0.0,1,52
ashley young,2017,4.0,0.0,0,8
atila turan,2014,16.0,0.0,0,41
atila turan,2016,8.0,0.0,1,27
atsuto uchida,2012,4.0,0.0,0,50
atsuto uchida,2013,4.0,0.0,1,61
atsuto uchida,2014,20.0,0.0,0,58
atsuto uchida,2015,8.0,0.0,0,73
axel bellinghausen,2012,16.0,0.0,1,126
axel bellinghausen,2013,8.0,0.0,3,118
axel ngando,2013,0.0,0.0,1,5
axel ngando,2016,12.0,0.0,2,73
axel ngando,2017,0.0,0.0,0,10
aymen abdennour,2012,28.0,0.0,3,140
aymen abdennour,2013,24.0,0.0,2,113
aymen abdennour,2014,28.0,0.0,0,91
aymen abdennour,2015,8.0,6.0,1,49
aymen abdennour,2016,16.0,0.0,0,62
aymen abdennour,2017,12.0,0.0,0,21
aymen barkok,2017,0.0,0.0,1,9
aymeric laporte,2013,24.0,6.0,0,63
aymeric laporte,2014,24.0,0.0,2,140
aymeric laporte,2015,44.0,0.0,0,132
aymeric laporte,2016,36.0,6.0,4,98
aymeric laporte,2017,20.0,0.0,1,47
aythami artiles,2017,4.0,0.0,0,6
bacary sagna,2014,20.0,0.0,0,74
bacary sagna,2015,4.0,0.0,0,16
bacary sagna,2016,16.0,0.0,0,57
bacary sagna,2017,8.0,0.0,0,16
bakary sako,2012,16.0,0.0,4,171
bakary sako,2013,0.0,0.0,0,5
bakary sako,2016,4.0,0.0,2,69
bakary sako,2017,0.0,0.0,0,6
balenziaga,2016,24.0,0.0,0,92
balenziaga,2017,4.0,6.0,1,33
baptiste guillaume,2015,4.0,0.0,2,68
baptiste guillaume,2016,4.0,0.0,0,35
baptiste reynet,2012,4.0,0.0,0,40
baptiste reynet,2014,0.0,0.0,0,4
baptiste reynet,2017,4.0,0.0,0,14
baptiste santamaria,2017,4.0,0.0,1,79
barry bannan,2014,4.0,0.0,1,24
barry bannan,2015,4.0,0.0,0,6
bartosz salamon,2014,0.0,0.0,0,2
bartosz salamon,2017,4.0,0.0,0,14
bas dost,2013,4.0,0.0,8,137
bas dost,2014,0.0,0.0,4,29
bas dost,2015,4.0,0.0,16,101
bas dost,2016,0.0,0.0,8,73
bastian oczipka,2012,0.0,0.0,0,9
bastian oczipka,2013,4.0,0.0,0,84
bastian oczipka,2014,8.0,0.0,0,41
bastian oczipka,2015,24.0,0.0,1,109
bastian oczipka,2016,24.0,0.0,0,92
bastian oczipka,2017,12.0,0.0,1,43
bastian schweinsteiger,2012,8.0,0.0,3,99
bastian schweinsteiger,2013,16.0,0.0,7,157
bastian schweinsteiger,2014,16.0,0.0,4,84
bastian schweinsteiger,2015,16.0,0.0,4,84
bastian schweinsteiger,2016,12.0,0.0,1,53
bastos,2017,12.0,0.0,0,22
ben chilwell,2017,0.0,0.0,0,8
ben davies,2014,24.0,0.0,0,180
ben davies,2015,36.0,0.0,0,81
ben davies,2016,36.0,0.0,0,138
ben davies,2017,12.0,0.0,0,45
ben foster,2014,4.0,0.0,0,18
ben foster,2015,8.0,0.0,0,17
ben foster,2016,4.0,0.0,0,13
ben foster,2017,4.0,0.0,0,8
ben gibson,2017,12.0,0.0,1,31
ben hamer,2015,0.0,0.0,0,4
ben mee,2015,40.0,0.0,2,119
ben mee,2017,12.0,0.0,2,53
ben turner,2014,12.0,0.0,0,65
ben watson,2016,20.0,0.0,1,88
ben watson,2017,0.0,6.0,0,3
benik afobe,2016,0.0,0.0,4,44
benik afobe,2017,0.0,0.0,3,45
benjamin boulenger,2015,0.0,0.0,0,22
benjamin bourigeaud,2015,12.0,0.0,2,49
benjamin corgnet,2012,8.0,0.0,8,219
benjamin corgnet,2013,12.0,0.0,5,119
benjamin corgnet,2014,12.0,0.0,7,156
benjamin corgnet,2015,12.0,0.0,0,102
benjamin corgnet,2016,0.0,0.0,1,41
benjamin corgnet,2017,0.0,0.0,0,8
benjamin henrichs,2016,0.0,0.0,0,21
benjamin henrichs,2017,0.0,0.0,0,45
benjamin jeannot,2012,4.0,0.0,0,13
benjamin jeannot,2015,0.0,0.0,7,174
benjamin jeannot,2016,12.0,0.0,7,146
benjamin jeannot,2017,0.0,6.0,0,6
benjamin kessel,2014,16.0,0.0,2,104
benjamin lecomte,2012,0.0,0.0,0,6
benjamin lecomte,2013,0.0,0.0,0,4
benjamin lecomte,2015,8.0,0.0,0,50
benjamin lecomte,2016,0.0,6.0,0,39
benjamin lecomte,2017,0.0,0.0,0,10
benjamin leroy,2015,0.0,0.0,0,20
benjamin mendy,2014,16.0,0.0,1,68
benjamin mendy,2015,32.0,0.0,0,148
benjamin mendy,2016,28.0,6.0,1,67
benjamin mendy,2017,12.0,6.0,0,43
benjamin moukandjo,2012,20.0,0.0,5,125
benjamin moukandjo,2013,32.0,0.0,5,170
benjamin moukandjo,2015,12.0,0.0,8,127
benjamin moukandjo,2016,12.0,0.0,12,137
benjamin moukandjo,2017,0.0,0.0,7,78
benjamin nivet,2012,4.0,6.0,5,97
benjamin nivet,2013,24.0,0.0,11,195
benjamin nivet,2016,24.0,0.0,3,126
benjamin pavard,2015,8.0,0.0,0,23
benjamin pavard,2016,12.0,0.0,0,28
benjamin stambouli,2012,8.0,6.0,0,52
benjamin stambouli,2013,8.0,0.0,1,57
benjamin stambouli,2014,20.0,0.0,2,104
benjamin stambouli,2015,16.0,0.0,0,30
benjamin stambouli,2016,8.0,0.0,0,45
benjamin stambouli,2017,4.0,0.0,0,11
bennard kumordzi,2012,4.0,0.0,0,22
benno schmitz,2017,4.0,0.0,0,20
berat djimsiti,2016,4.0,0.0,0,7
bernard mensah,2016,0.0,0.0,0,7
bernardo,2012,16.0,0.0,2,89
bernardo,2016,28.0,0.0,1,78
bernardo,2017,8.0,0.0,0,44
bernardo silva,2015,4.0,0.0,9,129
bernardo silva,2016,28.0,0.0,7,165
bernardo silva,2017,8.0,0.0,4,71
bernd leno,2012,4.0,0.0,0,29
bernd leno,2013,8.0,0.0,0,24
bernd leno,2014,0.0,0.0,0,30
bernd leno,2015,4.0,0.0,0,26
bernd leno,2016,0.0,0.0,1,24
bernd leno,2017,0.0,0.0,0,6
bernd nehrig,2013,20.0,0.0,1,114
beto,2013,0.0,0.0,0,15
beto,2014,12.0,0.0,0,36
beto,2015,16.0,0.0,0,14
beto,2016,4.0,0.0,0,4
billy jones,2014,12.0,0.0,0,45
billy jones,2015,28.0,0.0,0,55
billy jones,2016,32.0,0.0,1,83
billy jones,2017,16.0,0.0,0,20
billy ketkeophomphone,2016,16.0,0.0,4,162
billy ketkeophomphone,2017,8.0,0.0,1,30
birkir bjarnason,2013,16.0,0.0,2,108
birkir bjarnason,2014,4.0,0.0,0,38
bjarne thoelke,2012,0.0,0.0,0,11
blaise matuidi,2012,28.0,0.0,1,116
blaise matuidi,2013,16.0,0.0,5,131
blaise matuidi,2014,16.0,0.0,5,124
blaise matuidi,2015,8.0,0.0,4,112
blaise matuidi,2016,16.0,0.0,4,97
blaise matuidi,2017,8.0,0.0,0,80
boadu maxwell acosty,2012,4.0,0.0,0,15
boadu maxwell acosty,2014,0.0,0.0,0,2
boaz myhill,2014,0.0,0.0,0,9
boaz myhill,2015,4.0,0.0,0,10
boaz myhill,2016,8.0,0.0,0,17
bobby wood,2017,4.0,6.0,4,51
bojan,2012,16.0,0.0,7,93
bojan,2013,4.0,0.0,3,44
bojan,2015,8.0,0.0,4,75
bojan,2016,8.0,0.0,7,81
bojan,2017,4.0,0.0,3,26
borja,2013,40.0,0.0,1,75
borja,2014,40.0,0.0,0,152
borja,2015,20.0,6.0,2,172
borja iglesias,2015,0.0,0.0,0,2
borja mayoral,2016,0.0,0.0,0,12
borja mayoral,2017,0.0,0.0,1,11
borja valero,2012,16.0,0.0,4,189
borja valero,2013,16.0,0.0,1,143
borja valero,2014,20.0,6.0,6,118
borja valero,2015,28.0,0.0,2,100
borja valero,2016,20.0,0.0,4,174
borja valero,2017,8.0,0.0,0,55
borja valle,2017,0.0,0.0,0,15
borja viguera,2015,0.0,0.0,0,55
borja viguera,2016,0.0,0.0,0,15
borja viguera,2017,8.0,0.0,2,36
boschilia,2016,0.0,0.0,0,6
boschilia,2017,4.0,0.0,6,33
bouna sarr,2015,24.0,0.0,2,129
bouna sarr,2016,0.0,0.0,2,59
bouna sarr,2017,4.0,0.0,0,49
brad guzan,2014,0.0,0.0,0,23
brad guzan,2015,8.0,0.0,0,27
brad guzan,2016,8.0,0.0,0,30
brad guzan,2017,0.0,0.0,0,2
brad smith,2014,0.0,0.0,0,3
brad smith,2016,12.0,0.0,0,21
brad smith,2017,4.0,0.0,0,6
bradley johnson,2014,20.0,6.0,4,125
bradley johnson,2016,0.0,0.0,0,19
brandon comley,2015,0.0,0.0,0,1
brandon mason,2017,0.0,0.0,0,1
branimir hrgota,2013,0.0,0.0,3,23
branimir hrgota,2014,8.0,0.0,2,38
branimir hrgota,2015,0.0,0.0,2,49
branimir hrgota,2016,0.0,0.0,0,11
branimir hrgota,2017,4.0,0.0,3,56
brayan angulo,2013,4.0,0.0,1,26
brayan angulo,2014,20.0,0.0,0,80
brayan perea,2014,12.0,0.0,1,52
brayan perea,2015,4.0,0.0,0,9
brayan perea,2016,12.0,6.0,0,45
breel embolo,2017,0.0,0.0,2,31
brek shea,2014,0.0,0.0,0,1
brendan galloway,2015,4.0,0.0,0,6
brendan galloway,2016,8.0,0.0,0,62
brendan galloway,2017,0.0,0.0,0,12
bruma,2016,0.0,0.0,2,85
bruno,2012,88.0,0.0,6,284
bruno,2014,56.0,0.0,12,228
bruno,2015,24.0,0.0,4,180
bruno,2016,112.0,12.0,10,376
bruno,2017,64.0,0.0,8,132
bruno alves,2017,8.0,6.0,1,57
bruno fernandes,2014,16.0,0.0,4,109
bruno fernandes,2015,20.0,0.0,4,103
bruno fernandes,2016,36.0,0.0,3,146
bruno fernandes,2017,4.0,0.0,3,58
bruno gama,2013,16.0,0.0,6,196
bruno gama,2017,8.0,0.0,0,84
bruno grougi,2012,24.0,0.0,9,170
bruno grougi,2013,16.0,0.0,1,105
bruno henrique,2016,4.0,0.0,0,29
bruno henrique,2017,8.0,0.0,0,77
bruno martella,2017,0.0,0.0,0,27
bruno martins indi,2017,0.0,0.0,1,30
bruno peres,2015,32.0,0.0,3,144
bruno peres,2016,36.0,0.0,4,110
bruno peres,2017,8.0,0.0,0,74
bruno petkovic,2013,0.0,0.0,0,1
bruno petkovic,2014,0.0,0.0,0,11
bruno uvini,2014,0.0,0.0,0,4
bruno zuculini,2015,8.0,0.0,0,17
bryan constant,2014,0.0,0.0,0,1
bryan constant,2015,0.0,0.0,0,1
bryan cristante,2014,0.0,0.0,1,8
bryan cristante,2016,0.0,0.0,0,5
bryan cristante,2017,4.0,0.0,0,57
bryan dabo,2013,4.0,0.0,0,60
bryan dabo,2014,0.0,0.0,0,3
bryan dabo,2015,20.0,0.0,2,129
bryan dabo,2016,24.0,0.0,5,197
bryan dabo,2017,12.0,0.0,0,43
bryan oviedo,2014,4.0,0.0,3,42
bryan oviedo,2015,12.0,0.0,0,23
bryan oviedo,2016,0.0,0.0,0,49
bryan oviedo,2017,12.0,0.0,0,17
bryan passi,2017,0.0,0.0,0,7
bryan rabello,2013,0.0,0.0,0,4
bryan rabello,2014,0.0,0.0,0,15
burgui,2016,0.0,0.0,1,62
burgui,2017,4.0,0.0,0,48
bustinza,2015,8.0,0.0,0,6
bustinza,2017,20.0,0.0,0,50
caio,2015,0.0,0.0,0,12
caiuby,2015,12.0,0.0,1,82
caiuby,2016,44.0,0.0,4,182
caiuby,2017,4.0,0.0,0,20
cala,2012,8.0,0.0,1,23
cala,2013,16.0,0.0,0,45
cala,2014,40.0,12.0,3,82
cala,2015,8.0,0.0,0,37
cala,2016,44.0,0.0,1,83
callum mcmanaman,2015,4.0,0.0,0,25
callum mcmanaman,2016,8.0,0.0,0,17
callum robinson,2014,0.0,0.0,0,4
callum wilson,2016,0.0,0.0,5,52
callum wilson,2017,0.0,0.0,6,101
calum chambers,2014,0.0,0.0,0,43
calum chambers,2015,36.0,0.0,1,74
calum chambers,2016,8.0,0.0,0,15
calum chambers,2017,16.0,0.0,1,38
cameron brannagan,2016,0.0,0.0,0,1
cameron jerome,2014,16.0,0.0,2,125
cameron jerome,2016,8.0,0.0,3,115
cani,2012,20.0,0.0,0,97
cani,2014,16.0,0.0,3,88
cani,2015,8.0,0.0,0,23
cani,2016,8.0,0.0,0,37
carl jenkinson,2014,4.0,0.0,1,11
carl jenkinson,2015,8.0,0.0,0,56
carl jenkinson,2016,12.0,6.0,3,36
carl jenkinson,2017,0.0,0.0,0,2
carl medjani,2012,12.0,6.0,2,143
carl medjani,2013,4.0,0.0,1,55
carl medjani,2014,4.0,0.0,2,44
carl medjani,2016,4.0,0.0,1,30
carl medjani,2017,8.0,0.0,0,30
carles gil,2014,8.0,0.0,1,126
carles gil,2015,4.0,0.0,1,23
carles gil,2016,12.0,0.0,2,54
carles gil,2017,0.0,0.0,0,16
carles planas,2015,12.0,6.0,0,29
carles planas,2016,0.0,0.0,0,6
carles planas,2017,4.0,0.0,0,2
carlitos,2012,0.0,0.0,0,1
carlos bacca,2014,16.0,0.0,14,164
carlos bacca,2015,12.0,0.0,18,151
carlos bacca,2016,8.0,0.0,17,176
carlos bacca,2017,8.0,0.0,8,85
carlos carbonero,2015,28.0,0.0,3,134
carlos carbonero,2016,12.0,0.0,0,70
carlos carmona,2012,24.0,0.0,1,96
carlos carmona,2013,44.0,6.0,2,91
carlos carmona,2014,40.0,0.0,2,131
carlos carmona,2015,48.0,6.0,0,141
carlos carmona,2016,32.0,0.0,2,97
carlos carmona,2017,16.0,0.0,5,49
carlos eduardo,2015,8.0,6.0,10,200
carlos embalo,2017,0.0,0.0,0,30
carlos gruezo,2014,12.0,0.0,0,22
carlos gruezo,2015,0.0,0.0,0,18
carlos gruezo,2016,0.0,0.0,0,1
carlos matheu,2013,4.0,0.0,0,5
carlos salcedo,2017,20.0,0.0,0,36
carlos soler,2017,4.0,0.0,1,11
carlos vela,2012,8.0,0.0,11,204
carlos vela,2013,40.0,0.0,14,268
carlos vela,2014,12.0,0.0,16,287
carlos vela,2015,16.0,0.0,5,173
carlos vela,2016,20.0,0.0,5,203
carlos vela,2017,12.0,0.0,4,101
carlos zambrano,2013,44.0,0.0,0,158
carlos zambrano,2014,48.0,0.0,0,146
carlos zambrano,2015,36.0,0.0,0,120
carlos zambrano,2016,40.0,0.0,0,106
carmona,2013,4.0,0.0,0,5
caro,2014,0.0,0.0,0,4
casado,2012,0.0,0.0,0,8
casado,2014,0.0,0.0,0,2
casado,2015,32.0,0.0,2,42
casemiro,2013,0.0,0.0,0,7
casemiro,2014,0.0,0.0,0,14
casemiro,2016,28.0,0.0,1,103
casemiro,2017,12.0,0.0,1,46
casimir ninga,2016,20.0,0.0,6,107
casimir ninga,2017,8.0,0.0,5,42
casto,2012,12.0,6.0,0,31
casto,2013,8.0,6.0,0,6
castro,2016,0.0,0.0,6,66
cauley woodrow,2014,0.0,0.0,1,26
cedric,2014,16.0,6.0,0,47
cedrick,2014,4.0,0.0,0,37
celso borges,2015,24.0,0.0,3,77
celso borges,2016,20.0,0.0,3,64
celso borges,2017,12.0,0.0,5,55
cesare bovo,2012,4.0,0.0,0,24
cesare bovo,2013,28.0,0.0,1,45
cesare bovo,2014,32.0,0.0,0,70
cesare bovo,2015,16.0,0.0,0,45
cesare bovo,2016,40.0,0.0,2,74
cesare bovo,2017,8.0,0.0,0,20
cezary wilk,2015,8.0,0.0,0,34
chaker alhadhur,2014,8.0,0.0,0,52
chaker alhadhur,2015,12.0,6.0,0,44
chaker alhadhur,2016,8.0,0.0,0,30
chancel mbemba,2016,20.0,0.0,0,81
chaouki ben saada,2016,4.0,0.0,1,43
charles,2014,72.0,0.0,36,609
charles,2015,60.0,0.0,9,270
charles,2016,144.0,0.0,33,672
charles,2017,12.0,0.0,3,81
charlie adam,2014,24.0,0.0,7,111
charlie adam,2015,20.0,0.0,7,136
charlie adam,2016,24.0,6.0,1,90
charlie adam,2017,20.0,0.0,1,69
charlie austin,2015,24.0,0.0,18,243
charlie austin,2016,0.0,0.0,1,19
charlie austin,2017,4.0,0.0,6,78
charlie daniels,2016,8.0,0.0,3,81
charlie daniels,2017,4.0,0.0,3,36
charlie davies,2012,0.0,0.0,0,4
charlison benschop,2013,8.0,0.0,5,109
charlison benschop,2016,0.0,0.0,1,18
charly musonda,2016,8.0,0.0,1,73
charly musonda,2017,8.0,0.0,0,25
cheick diarra,2013,0.0,6.0,1,60
cheick diarra,2014,4.0,0.0,0,2
chinedu ede,2013,0.0,0.0,1,12
chris baird,2015,8.0,0.0,0,22
chris brunt,2014,28.0,0.0,3,101
chris brunt,2015,20.0,0.0,2,95
chris brunt,2016,28.0,0.0,0,66
chris brunt,2017,12.0,0.0,3,30
chris david,2014,4.0,0.0,1,6
chris herd,2014,8.0,0.0,0,13
chris mavinga,2012,16.0,0.0,0,43
chris mavinga,2013,20.0,6.0,1,88
chris mavinga,2015,16.0,0.0,0,20
chris mavinga,2016,28.0,0.0,1,76
chris philipps,2015,8.0,0.0,0,21
chris philipps,2017,4.0,0.0,0,15
chris smalling,2014,8.0,0.0,1,74
chris smalling,2015,12.0,0.0,4,78
chris smalling,2016,32.0,0.0,1,104
chris smalling,2017,0.0,0.0,1,14
chris wood,2015,0.0,0.0,1,12
christian,2012,4.0,0.0,1,6
christian,2014,0.0,0.0,0,2
christian atsu,2015,0.0,0.0,0,4
christian atsu,2016,0.0,0.0,1,24
christian benteke,2014,8.0,0.0,6,150
christian benteke,2015,4.0,6.0,13,179
christian benteke,2016,8.0,0.0,9,130
christian benteke,2017,16.0,0.0,8,140
christian bravo,2014,0.0,0.0,0,2
christian clemens,2012,4.0,0.0,5,95
christian clemens,2014,0.0,0.0,0,6
christian clemens,2015,0.0,0.0,1,36
christian clemens,2016,4.0,0.0,5,93
christian clemens,2017,0.0,0.0,0,10
christian eriksen,2014,12.0,0.0,7,69
christian eriksen,2015,16.0,0.0,10,143
christian eriksen,2016,8.0,0.0,6,133
christian eriksen,2017,0.0,0.0,5,110
christian fuchs,2012,20.0,0.0,2,86
christian fuchs,2013,28.0,0.0,0,79
christian fuchs,2014,0.0,0.0,0,26
christian fuchs,2015,12.0,0.0,2,60
christian fuchs,2016,16.0,0.0,0,109
christian fuchs,2017,24.0,0.0,1,47
christian gentner,2012,16.0,0.0,3,96
christian gentner,2013,20.0,0.0,5,176
christian gentner,2014,0.0,0.0,4,111
christian gentner,2015,24.0,0.0,5,167
christian gentner,2016,12.0,0.0,6,155
christian kabasele,2017,4.0,0.0,2,22
christian kouakou,2016,4.0,0.0,1,12
christian maggio,2012,12.0,0.0,2,114
christian maggio,2013,12.0,0.0,4,133
christian maggio,2014,20.0,0.0,0,76
christian maggio,2015,36.0,0.0,0,120
christian maggio,2016,0.0,0.0,0,22
christian maggio,2017,0.0,0.0,0,9
christian mathenia,2016,12.0,0.0,0,29
christian mathenia,2017,4.0,0.0,0,3
christian puggioni,2012,0.0,0.0,0,4
christian puggioni,2013,4.0,0.0,1,22
christian puggioni,2014,0.0,0.0,0,20
christian puggioni,2017,8.0,0.0,0,5
christian pulisic,2016,4.0,0.0,2,22
christian pulisic,2017,0.0,0.0,2,50
christian santos,2017,4.0,0.0,1,22
christian schulz,2012,20.0,0.0,1,85
christian schulz,2013,24.0,0.0,2,82
christian schulz,2014,12.0,0.0,1,69
christian schulz,2015,28.0,0.0,1,104
christian schulz,2016,24.0,0.0,2,92
christian stuani,2012,28.0,0.0,9,191
christian stuani,2013,56.0,0.0,7,195
christian stuani,2014,36.0,0.0,7,215
christian stuani,2015,20.0,0.0,11,154
christian terlizzi,2013,20.0,6.0,2,64
christian tiffert,2012,20.0,0.0,2,172
christofer heimeroth,2013,0.0,0.0,0,1
christoph hemlein,2012,0.0,0.0,0,5
christoph janker,2012,4.0,0.0,1,33
christoph janker,2014,0.0,0.0,0,2
christoph janker,2015,0.0,6.0,0,4
christoph janker,2016,4.0,0.0,0,12
christoph janker,2017,8.0,0.0,0,12
christoph kramer,2014,24.0,0.0,2,100
christoph kramer,2015,24.0,0.0,3,94
christoph kramer,2016,12.0,0.0,0,93
christoph kramer,2017,16.0,0.0,0,55
christoph moritz,2012,4.0,0.0,0,13
christoph moritz,2013,0.0,0.0,0,12
christoph moritz,2014,20.0,0.0,2,54
christoph moritz,2015,0.0,0.0,0,18
christoph moritz,2016,0.0,0.0,0,14
